"No.","Time","Source","Destination","Protocol","Length","Info"
"184","9.663325","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"185","9.663328","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"186","9.663330","10.2.13.112","104.18.37.228","QUIC","907","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"187","9.683799","104.18.37.228","10.2.13.112","QUIC","66","Protected Payload (KP0)"
"188","9.683800","104.18.37.228","10.2.13.112","QUIC","67","Protected Payload (KP0)"
"189","9.888102","10.2.13.112","104.18.37.228","QUIC","83","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"190","9.900556","104.18.37.228","10.2.13.112","QUIC","66","Protected Payload (KP0)"
"191","9.936711","104.18.37.228","10.2.13.112","QUIC","1242","Protected Payload (KP0)"
"192","9.936714","104.18.37.228","10.2.13.112","QUIC","1092","Protected Payload (KP0)"
"193","9.936715","104.18.37.228","10.2.13.112","QUIC","1242","Protected Payload (KP0)"
"194","9.936716","104.18.37.228","10.2.13.112","QUIC","859","Protected Payload (KP0)"
"195","9.937106","10.2.13.112","104.18.37.228","QUIC","86","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"196","9.937163","10.2.13.112","104.18.37.228","QUIC","86","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"197","9.949554","104.18.37.228","10.2.13.112","QUIC","1242","Protected Payload (KP0)"
"198","9.949556","104.18.37.228","10.2.13.112","QUIC","73","Protected Payload (KP0)"
"199","9.949797","10.2.13.112","104.18.37.228","QUIC","86","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"200","10.730595","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"201","10.730639","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"202","10.730642","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"203","10.730645","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"204","10.730647","10.2.13.112","104.18.37.228","QUIC","907","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"205","10.778796","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"206","10.801305","104.18.37.228","10.2.13.112","QUIC","66","Protected Payload (KP0)"
"207","10.801307","104.18.37.228","10.2.13.112","QUIC","68","Protected Payload (KP0)"
"208","11.006727","10.2.13.112","104.18.37.228","QUIC","83","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"209","11.012988","104.18.37.228","10.2.13.112","QUIC","68","Protected Payload (KP0)"
"210","11.218457","10.2.13.112","104.18.37.228","QUIC","83","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"211","11.224919","104.18.37.228","10.2.13.112","QUIC","68","Protected Payload (KP0)"
"212","11.428903","10.2.13.112","104.18.37.228","QUIC","83","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"213","11.435245","104.18.37.228","10.2.13.112","QUIC","68","Protected Payload (KP0)"
"214","11.520185","104.18.37.228","10.2.13.112","QUIC","1242","Protected Payload (KP0)"
"215","11.520187","104.18.37.228","10.2.13.112","QUIC","1097","Protected Payload (KP0)"
"216","11.520188","104.18.37.228","10.2.13.112","QUIC","1242","Protected Payload (KP0)"
"217","11.520189","104.18.37.228","10.2.13.112","QUIC","949","Protected Payload (KP0)"
"218","11.521673","10.2.13.112","104.18.37.228","QUIC","86","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"219","11.521785","10.2.13.112","104.18.37.228","QUIC","86","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"220","12.438043","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"221","12.438088","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"222","12.438090","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"223","12.438093","10.2.13.112","104.18.37.228","QUIC","1080","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"224","12.438094","10.2.13.112","104.18.37.228","QUIC","1287","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"225","12.438096","10.2.13.112","104.18.37.228","QUIC","167","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"226","12.444271","104.18.37.228","10.2.13.112","QUIC","66","Protected Payload (KP0)"
"227","12.444272","104.18.37.228","10.2.13.112","QUIC","66","Protected Payload (KP0)"
"228","12.503202","104.18.37.228","10.2.13.112","QUIC","1242","Protected Payload (KP0)"
"229","12.503203","104.18.37.228","10.2.13.112","QUIC","1131","Protected Payload (KP0)"
"230","12.503649","10.2.13.112","104.18.37.228","QUIC","86","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"231","12.508341","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"232","12.508380","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"233","12.508381","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"234","12.508384","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"235","12.508386","10.2.13.112","104.18.37.228","QUIC","915","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"236","12.515787","104.18.37.228","10.2.13.112","QUIC","67","Protected Payload (KP0)"
"237","12.515820","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"238","12.515823","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"239","12.515825","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"240","12.515827","10.2.13.112","104.18.37.228","QUIC","1085","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"241","12.515864","10.2.13.112","104.18.37.228","QUIC","1286","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"242","12.515866","10.2.13.112","104.18.37.228","QUIC","186","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"243","12.522063","104.18.37.228","10.2.13.112","QUIC","66","Protected Payload (KP0)"
"244","12.522064","104.18.37.228","10.2.13.112","QUIC","66","Protected Payload (KP0)"
"245","12.580943","104.18.37.228","10.2.13.112","QUIC","1242","Protected Payload (KP0)"
"246","12.580945","104.18.37.228","10.2.13.112","QUIC","1125","Protected Payload (KP0)"
"247","12.582894","10.2.13.112","104.18.37.228","QUIC","87","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"248","12.680417","104.18.37.228","10.2.13.112","QUIC","1242","Protected Payload (KP0)"
"249","12.680420","104.18.37.228","10.2.13.112","QUIC","1098","Protected Payload (KP0)"
"250","12.680421","104.18.37.228","10.2.13.112","QUIC","1242","Protected Payload (KP0)"
"251","12.680423","104.18.37.228","10.2.13.112","QUIC","1060","Protected Payload (KP0)"
"252","12.680424","104.18.37.228","10.2.13.112","QUIC","1242","Protected Payload (KP0)"
"253","12.680426","104.18.37.228","10.2.13.112","QUIC","100","Protected Payload (KP0)"
"254","12.682289","10.2.13.112","104.18.37.228","QUIC","87","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
