"No.","Time","Source","Destination","Protocol","Length","Info"
"1111","32.639130","172.64.150.28","100.81.191.105","QUIC","415","Protected Payload (KP0)"
"1112","32.639131","172.64.150.28","100.81.191.105","QUIC","848","Protected Payload (KP0)"
"1113","32.639131","172.64.150.28","100.81.191.105","QUIC","848","Protected Payload (KP0)"
"1114","32.644804","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1115","32.766744","172.64.150.28","100.81.191.105","QUIC","848","Protected Payload (KP0)"
"1116","32.771609","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1117","32.780730","172.64.150.28","100.81.191.105","QUIC","848","Protected Payload (KP0)"
"1118","32.786359","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1119","32.787100","172.64.150.28","100.81.191.105","QUIC","848","Protected Payload (KP0)"
"1120","32.791999","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1121","32.792038","172.64.150.28","100.81.191.105","QUIC","848","Protected Payload (KP0)"
"1122","32.797639","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1123","32.798279","172.64.150.28","100.81.191.105","QUIC","848","Protected Payload (KP0)"
"1124","32.798282","172.64.150.28","100.81.191.105","QUIC","848","Protected Payload (KP0)"
"1125","32.798818","172.64.150.28","100.81.191.105","QUIC","880","Protected Payload (KP0)"
"1126","32.799582","172.64.150.28","100.81.191.105","QUIC","880","Protected Payload (KP0)"
"1127","32.803138","100.81.191.105","172.64.150.28","QUIC","88","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1128","32.821484","172.64.150.28","100.81.191.105","QUIC","67","Protected Payload (KP0)"
"1129","32.936426","172.64.150.28","100.81.191.105","QUIC","912","Protected Payload (KP0)"
"1130","32.936429","172.64.150.28","100.81.191.105","QUIC","912","Protected Payload (KP0)"
"1131","32.936786","100.81.191.105","172.64.150.28","QUIC","88","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1132","32.936837","100.81.191.105","172.64.150.28","QUIC","88","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
