"No.","Time","Source","Destination","Protocol","Length","Info"
"4443","120.522277","10.2.13.112","54.159.176.36","TCP","1514","56312  >  443 [ACK] Seq=359983 Ack=348656 Win=131072 Len=1448 TSval=3554012971 TSecr=3156989060 [TCP segment of a reassembled PDU]"
"4444","120.522277","10.2.13.112","54.159.176.36","TCP","1514","56312  >  443 [ACK] Seq=361431 Ack=348656 Win=131072 Len=1448 TSval=3554012971 TSecr=3156989060 [TCP segment of a reassembled PDU]"
"4445","120.522289","10.2.13.112","54.159.176.36","TLSv1.2","357","Application Data"
"4446","120.524017","54.159.176.36","10.2.13.112","TCP","1514","443  >  56343 [ACK] Seq=649325 Ack=260274 Win=502272 Len=1448 TSval=3156989063 TSecr=3974309539 [TCP segment of a reassembled PDU]"
"4447","120.524018","54.159.176.36","10.2.13.112","TLSv1.2","318","Application Data"
"4448","120.524091","10.2.13.112","54.159.176.36","TCP","66","56343  >  443 [ACK] Seq=260274 Ack=651025 Win=729088 Len=0 TSval=3974309575 TSecr=3156989063"
"4449","120.524623","10.2.13.112","54.159.176.36","TCP","1514","56343  >  443 [ACK] Seq=260274 Ack=651025 Win=729088 Len=1448 TSval=3974309575 TSecr=3156989063 [TCP segment of a reassembled PDU]"
"4450","120.524624","10.2.13.112","54.159.176.36","TCP","1514","56343  >  443 [ACK] Seq=261722 Ack=651025 Win=729088 Len=1448 TSval=3974309575 TSecr=3156989063 [TCP segment of a reassembled PDU]"
"4451","120.524624","10.2.13.112","54.159.176.36","TCP","1514","56343  >  443 [ACK] Seq=263170 Ack=651025 Win=729088 Len=1448 TSval=3974309575 TSecr=3156989063 [TCP segment of a reassembled PDU]"
"4452","120.524634","10.2.13.112","54.159.176.36","TLSv1.2","357","Application Data"
"4453","120.532526","54.159.176.36","10.2.13.112","TCP","1514","443  >  56338 [ACK] Seq=163017 Ack=257735 Win=457472 Len=1448 TSval=3156989070 TSecr=3494448289 [TCP segment of a reassembled PDU]"
"4454","120.532527","54.159.176.36","10.2.13.112","TLSv1.2","703","Application Data"
"4455","120.532529","54.159.176.36","10.2.13.112","TCP","66","443  >  56344 [ACK] Seq=310057 Ack=348947 Win=449024 Len=0 TSval=3156989072 TSecr=2807008983"
"4456","120.532558","54.159.176.36","10.2.13.112","TCP","66","443  >  56311 [ACK] Seq=146338 Ack=239861 Win=502272 Len=0 TSval=3156989072 TSecr=2606320197"
"4457","120.532613","10.2.13.112","54.159.176.36","TCP","66","56338  >  443 [ACK] Seq=257735 Ack=165102 Win=128960 Len=0 TSval=3494448333 TSecr=3156989070"
"4458","120.533376","10.2.13.112","54.159.176.36","TCP","1514","56338  >  443 [ACK] Seq=257735 Ack=165102 Win=131072 Len=1448 TSval=3494448333 TSecr=3156989070 [TCP segment of a reassembled PDU]"
"4459","120.533377","10.2.13.112","54.159.176.36","TCP","1514","56338  >  443 [ACK] Seq=259183 Ack=165102 Win=131072 Len=1448 TSval=3494448333 TSecr=3156989070 [TCP segment of a reassembled PDU]"
"4460","120.533379","10.2.13.112","54.159.176.36","TCP","1514","56338  >  443 [ACK] Seq=260631 Ack=165102 Win=131072 Len=1448 TSval=3494448333 TSecr=3156989070 [TCP segment of a reassembled PDU]"
"4461","120.533393","10.2.13.112","54.159.176.36","TLSv1.2","357","Application Data"
"4462","120.533832","54.159.176.36","10.2.13.112","TCP","66","443  >  56312 [ACK] Seq=348656 Ack=363170 Win=314112 Len=0 TSval=3156989073 TSecr=3554012971"
"4463","120.536500","54.159.176.36","10.2.13.112","TCP","66","443  >  56343 [ACK] Seq=651025 Ack=263170 Win=502272 Len=0 TSval=3156989075 TSecr=3974309575"
"4464","120.536501","54.159.176.36","10.2.13.112","TCP","66","443  >  56343 [ACK] Seq=651025 Ack=264909 Win=502272 Len=0 TSval=3156989075 TSecr=3974309575"
