,param_activation,param_solver,param_alpha,param_hidden_layer_sizes,mean_test_score,std_test_score,rank_test_score
1017,relu,adam,0.001,18,0.86363079,0.031177504,437
979,relu,lbfgs,0.01,14,0.863606268,0.017501386,438
492,logistic,adam,1.00E-06,14,0.863042252,0.028276026,439
402,logistic,adam,0.01,20,0.862846073,0.031903459,440
519,logistic,adam,1.00E-07,14,0.862846073,0.028087053,440
573,logistic,adam,1.00E-09,14,0.862772505,0.028016568,442
546,logistic,adam,1.00E-08,14,0.862747983,0.02799312,443
660,tanh,adam,0.1,16,0.862600848,0.03037805,444
1141,relu,lbfgs,1.00E-08,14,0.862453714,0.020353938,445
1032,relu,adam,0.0001,14,0.862159445,0.03230027,446
424,logistic,lbfgs,0.001,18,0.861987788,0.014471016,447
387,logistic,adam,0.01,15,0.861791608,0.025757257,448
1108,relu,lbfgs,1.00E-07,12,0.861448294,0.034731357,449
715,tanh,lbfgs,0.001,16,0.860933324,0.003919755,450
438,logistic,adam,0.0001,14,0.860859756,0.026615385,451
966,relu,adam,0.1,19,0.860688099,0.012282627,452
1083,relu,adam,1.00E-06,13,0.860639054,0.028323327,453
559,logistic,lbfgs,1.00E-08,18,0.860222173,0.010390971,454
393,logistic,adam,0.01,17,0.860099561,0.026977722,455
957,relu,adam,0.1,16,0.859756247,0.011856333,456
465,logistic,adam,1.00E-05,14,0.859731725,0.02525186,457
1054,relu,lbfgs,1.00E-05,12,0.859290321,0.02944017,458
1027,relu,lbfgs,0.0001,12,0.859265799,0.030706445,459
1113,relu,adam,1.00E-07,14,0.859265799,0.02939526,459
1086,relu,adam,1.00E-06,14,0.859216754,0.029367097,461
1167,relu,adam,1.00E-09,14,0.859216754,0.029409393,461
1059,relu,adam,1.00E-05,14,0.859094142,0.029271416,463
960,relu,adam,0.1,17,0.859020574,0.011901893,464
1140,relu,adam,1.00E-08,14,0.859020574,0.029192854,464
982,relu,lbfgs,0.01,15,0.858947007,0.007288814,466
586,logistic,lbfgs,1.00E-09,18,0.858799872,0.010046596,467
976,relu,lbfgs,0.01,13,0.858333946,0.018063859,468
399,logistic,adam,0.01,19,0.858309424,0.036521442,469
892,relu,lbfgs,10,12,0.8580642,0.013974082,470
411,logistic,adam,0.001,14,0.855759092,0.032128627,471
414,logistic,adam,0.001,15,0.854606538,0.020582395,472
1081,relu,lbfgs,1.00E-06,12,0.854606538,0.034721174,472
1007,relu,sgd,0.001,14,0.854116089,0.020239515,474
1034,relu,sgd,0.0001,14,0.854091567,0.020165964,475
1061,relu,sgd,1.00E-05,14,0.854091567,0.020165964,475
1088,relu,sgd,1.00E-06,14,0.854091567,0.020165964,475
1115,relu,sgd,1.00E-07,14,0.854091567,0.020165964,475
1142,relu,sgd,1.00E-08,14,0.854091567,0.020165964,475
1169,relu,sgd,1.00E-09,14,0.854091567,0.020165964,475
544,logistic,lbfgs,1.00E-08,13,0.853748253,0.011184646,481
769,tanh,lbfgs,1.00E-05,16,0.853478506,0.00616572,482
991,relu,lbfgs,0.01,18,0.853257804,0.020701605,483
379,logistic,lbfgs,0.01,12,0.852644744,0.006350977,484
532,logistic,lbfgs,1.00E-07,18,0.852276907,0.010339278,485
963,relu,adam,0.1,18,0.851663847,0.02275837,486
980,relu,sgd,0.01,14,0.851663847,0.023566983,486
1057,relu,lbfgs,1.00E-05,13,0.851590279,0.02462225,488
958,relu,lbfgs,0.1,16,0.851124353,0.007540875,489
850,tanh,lbfgs,1.00E-08,16,0.850437725,0.007651704,490
973,relu,lbfgs,0.01,12,0.850069889,0.03835958,491
985,relu,lbfgs,0.01,16,0.850045366,0.008310245,492
1004,relu,sgd,0.001,13,0.84977562,0.003174494,493
1112,relu,sgd,1.00E-07,13,0.849702053,0.003304801,494
1139,relu,sgd,1.00E-08,13,0.849702053,0.003304801,494
1166,relu,sgd,1.00E-09,13,0.849702053,0.003304801,494
1031,relu,sgd,0.0001,13,0.84967753,0.003338654,497
1058,relu,sgd,1.00E-05,13,0.84967753,0.003338654,497
1085,relu,sgd,1.00E-06,13,0.84967753,0.003338654,497
1126,relu,lbfgs,1.00E-07,18,0.84957944,0.030633761,500
877,tanh,lbfgs,1.00E-09,16,0.849481351,0.003856965,501
904,relu,lbfgs,10,16,0.849309694,0.02330557,502
796,tanh,lbfgs,1.00E-06,16,0.848990902,0.003298973,503
1066,relu,lbfgs,1.00E-05,16,0.848574021,0.016815698,504
977,relu,sgd,0.01,13,0.848426886,0.003734984,505
1138,relu,lbfgs,1.00E-08,13,0.848206185,0.026695519,506
412,logistic,lbfgs,0.001,14,0.847421467,0.043298202,507
823,tanh,lbfgs,1.00E-07,16,0.847176243,0.001591881,508
1012,relu,lbfgs,0.001,16,0.846955541,0.019632067,509
1111,relu,lbfgs,1.00E-07,13,0.846563182,0.02812069,510
1174,relu,lbfgs,1.00E-09,16,0.84634248,0.013406794,511
1165,relu,lbfgs,1.00E-09,13,0.845582285,0.023010452,512
1039,relu,lbfgs,0.0001,16,0.845140881,0.007179754,513
1147,relu,lbfgs,1.00E-08,16,0.844944702,0.010301929,514
742,tanh,lbfgs,0.0001,16,0.844405209,0.003139062,515
1084,relu,lbfgs,1.00E-06,13,0.844037372,0.024387969,516
1030,relu,lbfgs,0.0001,13,0.843694058,0.028363172,517
919,relu,lbfgs,1,12,0.843326222,0.002578239,518
663,tanh,adam,0.1,17,0.842051056,0.032521119,519
669,tanh,adam,0.1,19,0.841903921,0.031461861,520
514,logistic,lbfgs,1.00E-07,12,0.841634174,0.023538642,521
1000,relu,lbfgs,0.001,12,0.84077589,0.011164519,522
396,logistic,adam,0.01,18,0.84057971,0.033813162,523
1120,relu,lbfgs,1.00E-07,16,0.840260919,0.016044339,524
946,relu,lbfgs,0.1,12,0.840089262,0.007448442,525
666,tanh,adam,0.1,18,0.839304544,0.030555986,526
460,logistic,lbfgs,1.00E-05,12,0.836729689,0.019369053,527
1093,relu,lbfgs,1.00E-06,16,0.834792418,0.007548049,528
520,logistic,lbfgs,1.00E-07,14,0.834743373,0.037608272,529
316,logistic,lbfgs,10,18,0.834522671,0.025819378,530
378,logistic,adam,0.01,12,0.830648128,0.037332234,531
568,logistic,lbfgs,1.00E-09,12,0.830550038,0.019559336,532
433,logistic,lbfgs,0.0001,12,0.829740798,0.021549423,533
493,logistic,lbfgs,1.00E-06,14,0.82895608,0.030886752,534
868,tanh,lbfgs,1.00E-09,13,0.828269452,0.006339984,535
487,logistic,lbfgs,1.00E-06,12,0.827509257,0.022822251,536
574,logistic,lbfgs,1.00E-09,14,0.826307658,0.028595062,537
439,logistic,lbfgs,0.0001,14,0.825498418,0.028213283,538
406,logistic,lbfgs,0.001,12,0.823953505,0.025050999,539
547,logistic,lbfgs,1.00E-08,14,0.823928983,0.02429446,540
675,tanh,adam,0.01,12,0.823879938,0.000469142,541
733,tanh,lbfgs,0.0001,13,0.823438535,0.006812028,542
965,relu,sgd,0.1,18,0.822899041,0.001591881,543
466,logistic,lbfgs,1.00E-05,14,0.822678339,0.024671876,544
541,logistic,lbfgs,1.00E-08,12,0.821599353,0.025664965,545
1025,relu,sgd,0.001,20,0.821010814,0.023750346,546
1052,relu,sgd,0.0001,20,0.820986292,0.023716393,547
1133,relu,sgd,1.00E-07,20,0.82096177,0.023682443,548
1187,relu,sgd,1.00E-09,20,0.82096177,0.023682443,548
1079,relu,sgd,1.00E-05,20,0.820937247,0.023648495,550
1106,relu,sgd,1.00E-06,20,0.820937247,0.023648495,550
1160,relu,sgd,1.00E-08,20,0.820937247,0.023648495,550
706,tanh,lbfgs,0.001,13,0.82005444,0.015794536,553
381,logistic,adam,0.01,13,0.819490424,0.003184329,554
989,relu,sgd,0.01,17,0.818999975,0.001466843,555
1151,relu,sgd,1.00E-08,17,0.818950931,0.001652673,556
1016,relu,sgd,0.001,17,0.818926408,0.001627742,557
1043,relu,sgd,0.0001,17,0.818901886,0.001656308,558
1124,relu,sgd,1.00E-07,17,0.818901886,0.001656308,558
1178,relu,sgd,1.00E-09,17,0.818901886,0.001656308,558
1070,relu,sgd,1.00E-05,17,0.818877363,0.00165921,561
1097,relu,sgd,1.00E-06,17,0.818877363,0.00165921,561
770,tanh,sgd,1.00E-05,16,0.818534049,0.000613551,563
797,tanh,sgd,1.00E-06,16,0.818534049,0.000613551,563
824,tanh,sgd,1.00E-07,16,0.818534049,0.000613551,563
851,tanh,sgd,1.00E-08,16,0.818534049,0.000613551,563
878,tanh,sgd,1.00E-09,16,0.818534049,0.000613551,563
716,tanh,sgd,0.001,16,0.818509527,0.000627122,568
743,tanh,sgd,0.0001,16,0.818509527,0.000627122,568
689,tanh,sgd,0.01,16,0.818288825,0.00087253,570
648,tanh,adam,0.1,12,0.817994556,0.001500484,571
841,tanh,lbfgs,1.00E-08,13,0.817945511,0.018290541,572
719,tanh,sgd,0.001,17,0.817700287,0.000808125,573
746,tanh,sgd,0.0001,17,0.817700287,0.000808125,573
773,tanh,sgd,1.00E-05,17,0.817700287,0.000808125,573
800,tanh,sgd,1.00E-06,17,0.817700287,0.000808125,573
827,tanh,sgd,1.00E-07,17,0.817700287,0.000808125,573
854,tanh,sgd,1.00E-08,17,0.817700287,0.000808125,573
881,tanh,sgd,1.00E-09,17,0.817700287,0.000808125,573
692,tanh,sgd,0.01,17,0.81762672,0.000649729,580
779,tanh,sgd,1.00E-05,19,0.817381495,0.000703926,581
806,tanh,sgd,1.00E-06,19,0.817381495,0.000703926,581
833,tanh,sgd,1.00E-07,19,0.817381495,0.000703926,581
860,tanh,sgd,1.00E-08,19,0.817381495,0.000703926,581
887,tanh,sgd,1.00E-09,19,0.817381495,0.000703926,581
752,tanh,sgd,0.0001,19,0.817356973,0.000669781,586
725,tanh,sgd,0.001,19,0.817332451,0.000692731,587
945,relu,adam,0.1,12,0.817258883,0.003141934,588
698,tanh,sgd,0.01,19,0.817234361,0.000793102,589
728,tanh,sgd,0.001,20,0.816842002,0.000434538,590
755,tanh,sgd,0.0001,20,0.816842002,0.000434538,590
782,tanh,sgd,1.00E-05,20,0.816842002,0.000434538,590
809,tanh,sgd,1.00E-06,20,0.816842002,0.000434538,590
836,tanh,sgd,1.00E-07,20,0.816842002,0.000434538,590
863,tanh,sgd,1.00E-08,20,0.816842002,0.000434538,590
890,tanh,sgd,1.00E-09,20,0.816842002,0.000434538,590
657,tanh,adam,0.1,15,0.816498688,0.001338215,597
310,logistic,lbfgs,10,16,0.816400598,0.000517882,598
307,logistic,lbfgs,10,15,0.816327031,0.000489221,599
313,logistic,lbfgs,10,17,0.816253464,0.000500161,600
322,logistic,lbfgs,10,20,0.816204419,0.000454823,601
301,logistic,lbfgs,10,13,0.816155374,0.000520199,602
304,logistic,lbfgs,10,14,0.816155374,0.000649729,602
319,logistic,lbfgs,10,19,0.816155374,0.000591596,602
959,relu,sgd,0.1,16,0.815149955,0.005255929,605
737,tanh,sgd,0.0001,14,0.814585939,0.000450839,606
764,tanh,sgd,1.00E-05,14,0.814585939,0.000450839,606
791,tanh,sgd,1.00E-06,14,0.814585939,0.000450839,606
818,tanh,sgd,1.00E-07,14,0.814585939,0.000450839,606
845,tanh,sgd,1.00E-08,14,0.814585939,0.000450839,606
872,tanh,sgd,1.00E-09,14,0.814585939,0.000450839,606
710,tanh,sgd,0.001,14,0.814512372,0.0004219,612
683,tanh,sgd,0.01,14,0.814463327,0.000540607,613
298,logistic,lbfgs,10,12,0.813506952,0.044635072,614
701,tanh,sgd,0.01,20,0.812035607,0.006721919,615
787,tanh,lbfgs,1.00E-06,13,0.811471591,0.013163587,616
814,tanh,lbfgs,1.00E-07,13,0.811275411,0.013383899,617
974,relu,sgd,0.01,12,0.810490694,0.022846716,618
384,logistic,adam,0.01,14,0.809436229,0.012985174,619
760,tanh,lbfgs,1.00E-05,13,0.808651512,0.01495872,620
968,relu,sgd,0.1,19,0.808381765,0.004093556,621
662,tanh,sgd,0.1,16,0.807106599,0.006362896,622
950,relu,sgd,0.1,13,0.806763285,0.000151166,623
956,relu,sgd,0.1,15,0.805488119,0.001977669,624
983,relu,sgd,0.01,15,0.804875058,0.001987073,625
1010,relu,sgd,0.001,15,0.804875058,0.002015916,625
1037,relu,sgd,0.0001,15,0.804850536,0.001982529,627
1064,relu,sgd,1.00E-05,15,0.804850536,0.001982529,627
1091,relu,sgd,1.00E-06,15,0.804850536,0.001982529,627
1118,relu,sgd,1.00E-07,15,0.804850536,0.001982529,627
1145,relu,sgd,1.00E-08,15,0.804850536,0.001982529,627
1172,relu,sgd,1.00E-09,15,0.804850536,0.001982529,627
1001,relu,sgd,0.001,12,0.80438461,0.021061409,633
1163,relu,sgd,1.00E-09,12,0.804163908,0.02170031,634
1055,relu,sgd,1.00E-05,12,0.804139385,0.021670971,635
1136,relu,sgd,1.00E-08,12,0.804139385,0.02161095,635
1082,relu,sgd,1.00E-06,12,0.804114863,0.021641649,637
1028,relu,sgd,0.0001,12,0.804090341,0.021552325,638
1109,relu,sgd,1.00E-07,12,0.804065818,0.021583051,639
998,relu,sgd,0.01,20,0.80276613,0.004506659,640
971,relu,sgd,0.1,20,0.802692562,0.00479186,641
1049,relu,sgd,0.0001,19,0.80266804,0.005276483,642
1076,relu,sgd,1.00E-05,19,0.80266804,0.005276483,642
1130,relu,sgd,1.00E-07,19,0.80266804,0.005276483,642
1022,relu,sgd,0.001,19,0.802643517,0.005283658,645
1103,relu,sgd,1.00E-06,19,0.802643517,0.005243558,645
1157,relu,sgd,1.00E-08,19,0.802643517,0.005243558,645
1184,relu,sgd,1.00E-09,19,0.802643517,0.005243558,645
995,relu,sgd,0.01,19,0.802545428,0.005352746,649
936,relu,adam,1,18,0.801196694,0.002134156,650
951,relu,adam,0.1,14,0.800068663,0.019792773,651
671,tanh,sgd,0.1,19,0.799995096,0.01122479,652
921,relu,adam,1,13,0.798891586,0.002202381,653
758,tanh,sgd,1.00E-05,12,0.798278526,0.008577032,654
785,tanh,sgd,1.00E-06,12,0.798278526,0.008577032,654
812,tanh,sgd,1.00E-07,12,0.798278526,0.008577032,654
839,tanh,sgd,1.00E-08,12,0.798278526,0.008577032,654
866,tanh,sgd,1.00E-09,12,0.798278526,0.008577032,654
941,relu,sgd,1,19,0.798254003,0.004513592,659
731,tanh,sgd,0.0001,12,0.798204958,0.008539721,660
939,relu,adam,1,19,0.798155914,0.003775339,661
918,relu,adam,1,12,0.798033301,0.002713249,662
930,relu,adam,1,16,0.797861644,0.004715325,663
942,relu,adam,1,20,0.79761642,0.003031472,664
749,tanh,sgd,0.0001,18,0.797591898,0.003279227,665
776,tanh,sgd,1.00E-05,18,0.797591898,0.003279227,665
803,tanh,sgd,1.00E-06,18,0.797591898,0.003279227,665
830,tanh,sgd,1.00E-07,18,0.797591898,0.003279227,665
857,tanh,sgd,1.00E-08,18,0.797591898,0.003279227,665
884,tanh,sgd,1.00E-09,18,0.797591898,0.003279227,665
722,tanh,sgd,0.001,18,0.797322151,0.003139062,671
932,relu,sgd,1,16,0.797052404,0.003123699,672
695,tanh,sgd,0.01,18,0.795948895,0.001274694,673
677,tanh,sgd,0.01,12,0.794575639,0.006728982,674
704,tanh,sgd,0.001,12,0.794085191,0.008167183,675
372,logistic,adam,0.1,19,0.792295054,0.015313582,676
734,tanh,sgd,0.0001,13,0.791780083,0.00824311,677
761,tanh,sgd,1.00E-05,13,0.791780083,0.00824311,677
788,tanh,sgd,1.00E-06,13,0.791780083,0.00824311,677
815,tanh,sgd,1.00E-07,13,0.791780083,0.00824311,677
842,tanh,sgd,1.00E-08,13,0.791780083,0.00824311,677
869,tanh,sgd,1.00E-09,13,0.791780083,0.00824311,677
707,tanh,sgd,0.001,13,0.791632948,0.008148238,683
962,relu,sgd,0.1,17,0.791314157,0.005286389,684
947,relu,sgd,0.1,12,0.790872753,0.009289372,685
953,relu,sgd,0.1,14,0.790676574,0.001274694,686
665,tanh,sgd,0.1,17,0.790186125,0.001909918,687
674,tanh,sgd,0.1,20,0.789058094,0.003052426,688
369,logistic,adam,0.1,18,0.787733883,0.011398946,689
926,relu,sgd,1,14,0.78680203,0.003610048,690
656,tanh,sgd,0.1,14,0.786752986,0.001007511,691
647,tanh,sgd,1,20,0.78628706,0.000573007,692
680,tanh,sgd,0.01,13,0.78609088,0.008929733,693
395,logistic,sgd,0.01,17,0.785772089,0.001144438,694
449,logistic,sgd,0.0001,17,0.785747566,0.001328744,695
476,logistic,sgd,1.00E-05,17,0.785747566,0.001328744,695
503,logistic,sgd,1.00E-06,17,0.785747566,0.001328744,695
530,logistic,sgd,1.00E-07,17,0.785747566,0.001328744,695
557,logistic,sgd,1.00E-08,17,0.785747566,0.001328744,695
584,logistic,sgd,1.00E-09,17,0.785747566,0.001328744,695
422,logistic,sgd,0.001,17,0.785698521,0.001317382,701
933,relu,adam,1,17,0.785453297,0.001454492,702
927,relu,adam,1,15,0.78537973,0.002520924,703
650,tanh,sgd,0.1,12,0.784864759,0.003784884,704
633,tanh,adam,1,16,0.783736727,0.006880627,705
935,relu,sgd,1,17,0.783368891,0.006664327,706
398,logistic,sgd,0.01,18,0.783246279,0.004926018,707
923,relu,sgd,1,13,0.782927487,0.014698898,708
425,logistic,sgd,0.001,18,0.782486084,0.004359064,709
638,tanh,sgd,1,17,0.782486084,0.002862094,709
479,logistic,sgd,1.00E-05,18,0.782437039,0.004370637,711
506,logistic,sgd,1.00E-06,18,0.782437039,0.004370637,711
533,logistic,sgd,1.00E-07,18,0.782437039,0.004370637,711
560,logistic,sgd,1.00E-08,18,0.782437039,0.004370637,711
587,logistic,sgd,1.00E-09,18,0.782437039,0.004370637,711
452,logistic,sgd,0.0001,18,0.782412516,0.004404763,716
767,tanh,sgd,1.00E-05,15,0.782387994,0.004149873,717
794,tanh,sgd,1.00E-06,15,0.782387994,0.004149873,717
821,tanh,sgd,1.00E-07,15,0.782387994,0.004149873,717
848,tanh,sgd,1.00E-08,15,0.782387994,0.004149873,717
875,tanh,sgd,1.00E-09,15,0.782387994,0.004149873,717
740,tanh,sgd,0.0001,15,0.782338949,0.004179042,722
375,logistic,adam,0.1,20,0.782314427,0.023380587,723
713,tanh,sgd,0.001,15,0.781995635,0.004145233,724
645,tanh,adam,1,20,0.781431619,0.004995357,725
686,tanh,sgd,0.01,15,0.78023002,0.004831354,726
644,tanh,sgd,1,19,0.780033841,0.000953541,727
641,tanh,sgd,1,18,0.779494348,0.001580508,728
668,tanh,sgd,0.1,18,0.778587018,0.002729821,729
929,relu,sgd,1,15,0.777924912,0.007318455,730
920,relu,sgd,1,12,0.776404522,0.002674406,731
924,relu,adam,1,14,0.776404522,0.011200979,731
642,tanh,adam,1,19,0.77638,0.005223565,733
653,tanh,sgd,0.1,13,0.775546237,0.001969442,734
659,tanh,sgd,0.1,15,0.775178401,0.001261416,735
636,tanh,adam,1,17,0.775104833,0.001985862,736
944,relu,sgd,1,20,0.774393683,0.004023322,737
455,logistic,sgd,0.0001,19,0.770175826,0.002066005,738
482,logistic,sgd,1.00E-05,19,0.770175826,0.002066005,738
